minFlux,maxFlux,fluxSpan,rxns
0,0,0,_BORNEOL_DEHYDROGENASE_RXN_c
0,0,0,_NEOMENTHOL_DEHYDROGENASE_RXN_c
0,0,0,__MENTHOL_DEHYDROGENASE_RXN_c
0,0,0,1_1_1_141_RXN_c
0,0,0,1_1_1_170_RXN_NADP_c
0,0,0,1_1_1_170_RXN_NAD_c
0,224.354237748776,224.354237748776,1_1_1_178_RXN_m
0,0,0,1_1_1_210_RXN_c
0,0,0,1_1_1_248_RXN_c
0,1000,1000,1_1_1_255_RXN_c
0,0,0,1_1_1_268_RXN_c
-7.8540756e-05,-7.8540756021539e-05,-2.15389771990315e-14,1_1_1_271_RXN_c
0,0,0,1_1_1_285_RXN_NADP_c
0,0,0,1_1_1_285_RXN_NAD_c
0,0,0,1_1_1_288_RXN_c
0,0,0,1_1_1_34_RXN_c
0,1000,1000,1_1_1_39_RXN_c
0,0,0,1_1_1_51_RXN_NAD_c
0,999.999712013,999.999712013,1_1_1_8_RXN_c
0,0,0,1_1_3_37_RXN_c
0,1000,1000,1_10_2_2_RXN_m
0,0,0,1_14_11_18_RXN_c
0,0,0,1_14_11_20_RXN_c
0,0,0,1_14_13_117_RXN_c
0,0,0,1_14_13_118_RXN_c
0,0,0,1_14_13_36_RXN_c
0,0,0,1_14_13_42_RXN_c
0,0,0,1_14_13_70_RXN_c
0,0,0,1_14_13_72_RXN_NADP_c
0,0,0,1_14_13_72_RXN_NAD_c
0,0,0,1_14_13_73_RXN_c
0,0,0,1_14_13_77_RXN_c
0,0,0,1_14_13_78_RXN_c
0,0,0,1_14_13_79_RXN_c
0,0,0,1_14_13_8_RXN_c
0,0,0,1_14_13_87_RXN_NADP_c
0,0,0,1_14_13_87_RXN_NAD_c
0,0,0,1_14_13_93_RXN_c
0,0,0,1_14_21_6_RXN_NADP_c
0,0,0,1_14_21_6_RXN_NAD_c
0,0,0,1_14_99_33_RXN_NADP_c
0,0,0,1_14_99_33_RXN_NAD_c
-1000,-0.00175386110004183,999.9982461389,1_18_1_2_RXN_p
0,0,0,1_2_1_1_RXN_c
-1000,0,1000,1_2_1_13_RXN_p
0,159.717970428647,159.717970428647,1_2_1_2_RXN_m
0,170.787532735583,170.787532735583,1_2_1_2_RXN_p
0,271.080980448061,271.080980448061,1_2_1_25_RXN_m
0,0,0,1_2_1_42_RXN_c
0,0,0,1_2_1_65_RXN_c
0,1000,1000,1_2_1_9_RXN_c
0,0,0,1_2_3_14_RXN_c
0,324.067232303787,324.067232303787,1_2_7_1_Pyruvic_ferredoxin_oxidoredutase_m
0,0,0,1_3_1_2_RXN_c
0,0,0,1_3_7_4_RXN_c
5.35737e-05,5.35737e-05,-6.7762635780344e-21,1_5_1_20_RXN_c
0,0,0,1_5_1_25_RXN_NADP_c
0,0,0,1_5_1_25_RXN_NAD_c
0,1000,1000,1_5_1_7_RXN_c
-1000,0,1000,1_5_1_8_RXN_c
0,291.659569995046,291.659569995046,1_5_1_9_RXN_c
0,1000,1000,1_5_5_1_RXN_m
0,889.056717302191,889.056717302191,1_6_5_4_RXN_x
0,0,0,1_8_3_5_RXN_c
0.0001737197,333.332922432667,333.332748712967,1_8_4_9_RXN_p
0,1000,1000,1_8_5_1_RXN_c
0,0,0,1_8_5_1_RXN_m
0,951.476518964172,951.476518964172,1_8_5_1_RXN_p
0,819.265827426177,819.265827426177,1_8_5_1_RXN_x
-181.57419518439,-7.68782000477586e-05,181.57411830619,10_FORMYL_THF_pc
0,0,0,12_ALPHA_L_FUCOSIDASE_RXN_c
0,0,0,12_OXOPHYTODIENOATE_REDUCTASE_RXN_c
-333.334737984152,202.372907496014,535.707645480166,1TRANSKETO_RXN_p
0,291.659569995046,291.659569995046,2_AMINOADIPATE_AMINOTRANSFERASE_RXN_c
0,0,0,2_CARBOXY_D_ARABINITOL_1_PHOSPHATASE_RXN_c
0,0,0,2_DEHYDROPANTOATE_REDUCT_RXN_c
0,0,0,2_HEXADECENAL_REDUCTASE_RXN_c
0,0,0,2_HYDROXYBIPHENYL_3_MONOOXYGENASE_RXN_c
0.000362869,324.067595172787,324.067232303787,2_ISOPROPYLMALATESYN_RXN_p
0,291.659569995046,291.659569995046,2_KETO_ADIPATE_DEHYDROG_RXN_m
-1000,1000,2000,2_KETOGLUTARATE_xc
0,224.354237748776,224.354237748776,2_MEBUCOA_ETF_RXN_m
0,0,0,2_OCTAPRENYL_6_OHPHENOL_METHY_RXN_c
0,0,0,2_OCTAPRENYLPHENOL_HYDROX_RXN_c
0,0,0,2_1_1_103_RXN_c
0,0,0,2_1_1_114_RXN_c
0,0,0,2_1_1_121_RXN_c
0,0,0,2_1_1_139_RXN_c
0,0,0,2_1_1_140_RXN_c
0,0,0,2_1_1_142_RXN_c
0,0,0,2_1_1_143_RXN_c
0,0,0,2_1_1_145_RXN_c
0,0,0,2_1_1_146_RXN_c
0,0,0,2_1_1_64_RXN_c
0,0,0,2_1_1_69_RXN_c
0,0,0,2_1_1_88_RXN_c
0,0,0,2_3_1_103_RXN_c
0,0,0,2_3_1_133_RXN_c
0,0,0,2_3_1_150_RXN_c
0,0,0,2_3_1_151_RXN_c
0,0,0,2_3_1_156_RXN_c
0,0,0,2_3_1_160_RXN_c
0,0,0,2_3_1_162_RXN_c
0,0,0,2_3_1_167_RXN_c
0,0,0,2_3_1_172_RXN_c
0,0,0,2_3_1_179_RXN_c
0.000863960395,116.664691958413,116.663827998018,2_3_1_180_RXN_p
0,0,0,2_3_1_99_RXN_c
0,974.60260764701,974.60260764701,2_4_1_111_RXN_c
0,0,0,2_4_1_114_RXN_c
0,0,0,2_4_1_121_RXN_c
2.54231e-06,974.60261018932,974.60260764701,2_4_1_123_RXN_c
0,0,0,2_4_1_126_RXN_c
0,0,0,2_4_1_194_RXN_c
0,0,0,2_4_1_195_RXN_c
0,0,0,2_4_1_210_RXN_c
0,0,0,2_4_1_218_RXN_c
0,974.60260764701,974.60260764701,2_4_1_67_RXN_c
2.54231e-06,974.602610189321,974.602607647011,2_4_1_82_RXN_c
0.00038408889999501,207.337655816918,207.337271728018,2_5_1_19_RXN_p
0,0,0,2_5_1_32_RXN_c
0,0,0,2_5_1_39_RXN_c
0,0,0,2_5_1_41_RXN_c
0,0,0,2_5_1_43_RXN_c
0,0,0,2_5_1_64_RXN_c
0,0,0,2_6_1_18_RXN_c
0,0,0,2_6_1_22_RXN_c
0,0,0,2_6_1_49_RXN_c
-1000,1000,2000,2_6_1_58_RXN_c
0,0,0,2_6_1_80_RXN_c
0,1000,1000,2_7_1_133_RXN_c
0,324.867535882337,324.867535882337,2_7_1_134_RXN_c
0,1000,1000,2_7_1_139_RXN_c
0,0,0,2_7_1_140_RXN_c
0,0,0,2_7_1_148_RXN_p
0,0,0,2_7_1_151_RXN_c
0,0,0,2_7_1_152_RXN_c
-1000,1000,2000,2_7_1_90_RXN_c
0,0,0,2_7_4_24_RXN_c
0,987.756869306805,987.756869306805,2_7_7_1_RXN_c
0,0,0,2_7_7_11_RXN_c
0,999.9899884784,999.9899884784,2_7_7_13_RXN_c
0,0,0,2_7_7_14_RXN_c
0,974.60260764701,974.60260764701,2_7_7_15_RXN_c
0,0.00016082154797914,0.00016082154797914,2_7_7_34_RXN_c
0,0,0,2_7_7_44_RXN_c
0,0,0,2_7_7_57_RXN_c
0,0,0,2_7_7_60_RXN_p
0,0,0,2_8_2_26_RXN_c
0,0,0,2_8_2_27_RXN_c
0,0,0,2_8_2_28_RXN_c
0,0,0,23_DIMETHYLMALATE_LYASE_RXN_c
0,224.354237748776,224.354237748776,2KETO_3METHYLVALERATE_RXN_m
0,324.067232303787,324.067232303787,2KETO_4METHYL_PENTANOATE_DEHYDROG_RXN_m
0,487.234276471594,487.234276471594,2KETOBUTYRYL_TRANS_mc
0,291.659569995046,291.659569995046,2KG_2K_ADIPATE_mc
-1000,1000,2000,2KG_ACONITATE_mc
-1000,1000,2000,2KG_CIT_mc
-1000,1000,2000,2KG_ISOCITRATE_mc
-1000,1000,2000,2KG_MAL_mc
-1000,1000,2000,2KG_MAL_pc
-1000,1000,2000,2KG_OAA_mc
-1000,1000,2000,2KG_SUC_mc
0,324.067232303787,324.067232303787,2OXOBUT_TRANS_mc
-224.354422451776,310.804403470491,535.158825922267,2OXOBUT_TRANS_pc
0,468.740975325105,468.740975325105,2OXOGLUTARATEDEH_RXN_m
0,0,0,2OXOGLUTDECARB_RXN_m
-1000,1000,2000,2PGADEHYDRAT_RXN_c
-1000,1000,2000,2PGADEHYDRAT_RXN_p
0,0,0,2PHENYLETHANOL_biomass
-202.373291584914,333.334353895252,535.707645480166,2TRANSKETO_RXN_p
0,0,0,3_CH3_2_OXOBUTANOATE_OH_CH3_XFER_RXN_c
0,0,0,3_CYANOALANINE_HYDRATASE_RXN_c
0.00038408889999501,207.337655816918,207.337271728018,3_DEHYDROQUINATE_DEHYDRATASE_RXN_p
